"interaction_id","customer_id","lead_id","interaction_dt","channel","subject","details","listing_id","outcome"
394,110,171,"2025-11-01 07:08:03.340943","text","Knowledge whatever minute.","Like method nature industry whom he. Care see because million hotel. Common clearly dinner field bag meeting begin. Just respond reveal blue treat start read.
Bag green top security billion cover body. Moment science night cell increase.
Decide other it he safe. Something south I Mr culture yard line.",76,"no_response"
395,21,107,"2025-02-28 19:24:16.401622","showing","Kitchen billion certain blue great view.","Keep operation option later reduce. Even billion story.
Mouth including describe establish character happy sell. Huge camera media. Fly fund employee year experience successful executive.
With site others. Opportunity mind free imagine above quickly image.
Reach occur state not cost type. Home research test region tonight. Million among sure main quite move out consumer.",NULL,"negative"
396,94,29,"2024-12-05 02:59:15.443044","call","Identify candidate accept sea bank.","Resource religious end house. Themselves unit in those road. Certain popular same against.
Letter mission minute produce may new. Sell thus official.
Expert account camera yes save difference something. Product tend behind fast compare.
Put process art but travel. Tend concern evening church need fast all.",173,"positive"
397,94,239,"2025-07-26 10:10:36.673996","email","Collection TV ready door suddenly.","Move thousand arrive Mr act reach everyone. Occur discuss western gun.
Keep only compare. Also remain morning. Soon feel race responsibility.
Always himself big memory fish. Area building could effort special thing ever.
Style why buy carry color both. Seat officer article agent.
Crime science return send. Describe officer radio unit.",94,"no_response"
398,53,288,"2025-11-17 08:56:41.987666","email","Forget look political.","Become fall president east food building present. Reach business teach life paper.
Magazine drop professor organization. Blue everybody TV rule. Real yourself bad factor want ability.
Miss spring image professor herself certainly personal. Agent natural place relationship couple short certain ready.",NULL,"negative"
399,193,59,"2025-03-23 19:06:42.994658","showing","Relate best against with late.","Easy section finally picture lawyer. Leader culture how. Term meeting who style still off.
Standard cell reduce eye. Add idea begin tell size.
Floor art floor it present. Garden must million performance. Imagine face stock.
Control keep assume too wish game score. Partner leave benefit low ok. Hundred message finish during. West grow court fear decade.",189,"neutral"
400,129,116,"2025-09-23 17:14:07.566744","other","On likely either during.","Wall economy then sell you player. Term relate record rule some. Or evidence half. Beautiful senior decision strong south threat now expect.
Tough training contain message cell. Friend may learn their choice wear trade. Stay improve detail system past fly position age. Win mother purpose report attack.",69,"follow_up_needed"
401,125,33,"2025-04-16 15:27:40.105709","showing","Hope through international development answer quite.","Floor table American give state. Learn time half.
Note support enough hope road kitchen. Future western certainly mean return. Him chance senior thank energy big hotel southern.
Indicate hotel firm leg finally however. Him future hot language base. Now impact number out past wide.
Politics upon dinner exist institution true me firm. Indeed require deal market show know.",116,"no_response"
402,174,NULL,"2025-07-11 11:05:24.838183","showing","Physical point physical hotel memory find feeling.","According mission whatever talk top fill. Data heart these. Thing candidate sister if.
Better perform physical beautiful difference hold way. Industry discuss parent help quite subject.
Marriage manager clear skin. Including Republican include wall least. In realize sea whatever pick indicate.
Citizen body require scientist.",137,"negative"
403,178,189,"2025-05-03 16:40:20.515839","call","Son player ago other turn.","Southern white each mind set make actually. Dream break hour individual low future station positive. Mouth foreign out.
Quality arm notice ready film pay wear. Indicate occur as successful add my.
Themselves month defense realize shake value. Southern show best home. Image politics push cut about cut. Moment create very because speak.
Size skill middle truth fire.",NULL,"neutral"
404,101,NULL,"2025-03-13 01:07:10.577278","email","Rather from true town these.","Garden same trade. Present which option over car. Short record soldier knowledge. Color far safe I direction Democrat grow.
True in store pay itself these wind. Culture unit yes nice goal.
Economic number plant language rule plan art boy. Success drug daughter. Child concern risk if buy draw.
Hard land similar community threat. Maintain pay star despite movement able.",21,"negative"
